users,text
SalIodice,"@JoeBiden Voting for you is voting for Kamala Harris and between the two of you, no one knows shut."
Angie46554041,RT @StevenL46895136: @JoeBiden And your gonna win your senate race.
pinballtoddy,@JoeBiden No thanks
tangerine4potus,@JoeBiden Where’s hunter?
Scott_Butler86,@JoeBiden https://t.co/o5yFi0lqWz
lamRedUSA,@JoeBiden https://t.co/tJqBbFlzTb
AbsolutePigeon,@JoeBiden Oh boy.....Joey! #lotsoftroublebrewing
MABHessen,"@JoeBiden According to a recent poll, the undecided US voters are increasingly in favor of Joe Biden as president.👍👍👍"
Bones14629173,@JoeBiden Till you lose
Cateer1,@JoeBiden you in cahoots with Facebook sound fishy creepy sleepy Joe or maybe it’s racist Kam
EllieLovesUSA,"@JoeBiden That goes without saying. More division. Your entire platform is based on hate, fear and division. https://t.co/6AG9P376MR"
turkeyh73218919,@JoeBiden Democratic presidential nominee Joe Biden during a campaign stop in Pennsylvania over the weekend incorre… https://t.co/JXeTHtktTM
antiuribista48,@JoeBiden I’ll vote for Biden
MrMaxWellington,@JoeBiden https://t.co/IoFAre843C
debi_brady,@JoeBiden Now that’s funny right there...🤣😂😆🤣 https://t.co/IPwZwo5XJ9
welllzer,@JoeBiden He wants to remove it and replace it with something better
HKrassenstein,@JoeBiden Rudy Giuliani is fabricating emails to smear Joe Biden. https://t.co/wR4yQJkevq
WhoisLeslieJ,"@JoeBiden Like this reply, if you are voting for Joe Biden!"
volatile86,RT @NEVERSTOP212: @JoeBiden https://t.co/zVSgUKJJmD
txquila1,@JoeBiden https://t.co/0fA0FhBBxv
JosephWiess,"@JoeBiden You're gonna lose... boomer.   Normal people will vote in person,  Democrats will vote, smudge their ball… https://t.co/0EaCYwqMBs"
sc_g_cox_70_33,@JoeBiden #BidenCares
shinnick_g,@JoeBiden Thank you Mr Biden.
Plotinus17,"@JoeBiden Are you going to destroy the court by packing it, Joe? Answer the question. #debate #Debate2020 #BidensUnitingUS"
WeThePeop1eUSA,@JoeBiden Let's be clear: https://t.co/jQLxhnb6bO
carpxx87,"@JoeBiden Virginia, HIDE YOUR KIDS  https://t.co/D9WYlL1E9W"
JanTate18324711,RT @flugennock: @JoeBiden https://t.co/JmTvZ44arh
SkayS2020,@JoeBiden 👍
dragonSlayertwo,@JoeBiden 🐃💩
PlasmoidAnomaly,"@JoeBiden 20 days still for Joe Biden suffering, that basement is calling loudly to him.  Democrats will be crushed… https://t.co/9tSAtDVJDn"
boxing_we,"@JoeBiden I never thought the ACA was perfect, but it gave people who had nothing, something. It kept your family f… https://t.co/cTjyCVmmTr"
lukas_iff,@JoeBiden Or 25? Or 18...? To be honest I have no idea. Thank God for my support team on Twitter! 🤓😎
erikrush,@JoeBiden Obamacare is the legislative equivalent of a botched coathanger abortion and a dumpster fire having conce… https://t.co/VLhMvSvWzw
awborseth,"RT @Kajuan2g6: @JoeBiden Awwww that's cute, but look at this 👇🏽 https://t.co/BvRGTUWFVw"
catseye36,@JoeBiden Time to wake up and Vote early.
canary_contrary,@JoeBiden Of naps?
KungFluPhooey,@JoeBiden https://t.co/4GDWUyl3BS
JohnnieBaldwi16,"@JoeBiden Say no,to Joe"
MrMaxWellington,@JoeBiden https://t.co/IoFAre843C
ContTweets,"@JoeBiden I mean, think about how easy being the president of three people would be... #presidentof3 #Trump2020… https://t.co/7pgoHiH8Qz"
TommyTwoGuns88,@JoeBiden https://t.co/9PHVVGsRKb
4judyblue,@JoeBiden @Twitter I thought you didn't allow lies?
Denise62523907,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
hydroflame,@JoeBiden https://t.co/IGeDyiKmHB.  Are you proud of men who terrorize women also
avneetkaurdhami,"RT @ShingoYoungstar: @JoeBiden Boy if you call money that I earned and you took ""a handout"" one more time"
luckiiyu7,@JoeBiden C’mon Virginia! 👏🏽👏🏽👏🏽👏🏽
montoya815,@JoeBiden Make Virginia great again Joe!!
xjm8611,@JoeBiden I just voted... Let's go @JoeBiden
manolo_burumba,@JoeBiden https://t.co/xMGIHQ9Sih
SmashvilleVol,@JoeBiden Till the election. Much more till both sides shut up and let us have a President. Your party is lost.
anonymous210101,@JoeBiden https://t.co/RlhQQWP9oV
ryanrepsher,@JoeBiden https://t.co/ES6fEt1yx6
jamesjones21,@JoeBiden Obamacare is awful. Free market insurance is what we need.
paulyoungcpa,@JoeBiden Obamacare was a failure! It would be nice if you did a review of the program before promoting it!… https://t.co/exYoxH4kPB
pakitogomez_,@JoeBiden no ones votting you old man
DankoJesse,@JoeBiden Trump is going to win this. I can feel it.
debgallo126,@JoeBiden Please say Affordable Care Act. Some people don’t realize it’s the same thing and they like the ACA.
herrick_beth,RT @someknew: @JoeBiden Bring it https://t.co/dZj0o6ir5l
deedee4013,@JoeBiden GOOD!
avneetkaurdhami,"RT @BethLynch2020: @JoeBiden I'll take the same handout y'all gave to banks and Wall Street with my tax dollars, Joe."
DeejaytazzMan,@JoeBiden Just voted for you sir !!
_dcase_,@JoeBiden https://t.co/XwwIHDtWZR
TheSubMama,@JoeBiden We need a graphic like that for every state. 👍
IndiaKaMood,@JoeBiden https://t.co/7JLVRyfOUc
GK85867596,@JoeBiden COME ON MAN!!!! YOU GOT CAUGHT!! HA HA HA
MKSharun,@JoeBiden absolute yikes
asens11o,@JoeBiden No one cares joe trump is winning
Denise_Mi_Voter,@JoeBiden @SenKamalaHarris Why isn’t illegal for @GOP to place fake ballot boxes in California? @CNNPolitics
LIPatrio,@JoeBiden https://t.co/0gDLA1H52o
majesty_holy,@JoeBiden Stan Biden
savguy2307,@JoeBiden Wow what a crowd 😳😳 all 30 of them. 🤣🤣🤣
DavidC74133428,"@JoeBiden Thank you for being a good, patriotic, and caring American. America desperately needs your leadership aft… https://t.co/4fzH2ZGXsM"
avneetkaurdhami,RT @ellle_em: @JoeBiden I'm looking for a handout. We're in the middle of a massive pandemic and the planet is dying. I don't want to get a…
GregBoucher93,@JoeBiden Even those lying dog faced pony soldiers living in the racial jungles?
cottonplantrob,@JoeBiden Nope.
mell_courtney,"@JoeBiden Not to worry, you won’t be the next president."
GaydaSneddon,"@JoeBiden @JoyVBehar So you're dropping off your ballot?? I thought, that you said mail in ballots are safe, but yo… https://t.co/udAL27csWy"
tweetsonamug,@JoeBiden Consider this  https://t.co/Lc3vWO6Oj9
donnyjuann,@JoeBiden HIT THIS LINK💥🔫 I just BET IF MY MUSIC TRASH YOU TOO P____¥ TO TELL ME ‼️  https://t.co/VPxjh1UagR
johnTrump202045,@JoeBiden explain this to your 2020 voters https://t.co/hvyRWJKnuZ
SnarkyAbby,@JoeBiden Flush the turd.  STAT. 🗳💩  https://t.co/UPSwfpTnr1
someknew,@JoeBiden Bring it https://t.co/dZj0o6ir5l
shalom9920,"@JoeBiden For live updates on the US election you can follow @RealMarkKennedy and enjoy,"
c1evernamehere,@JoeBiden I’m voting for you but it would be great if ACA was more affordable. The rate that I was quoted for mysel… https://t.co/MshTiN7472
Tom_AF4HL,"@JoeBiden I'm fighting you all the way, sir."
Trump_owo,@JoeBiden Viwginia — youw votew wegistwation deadwine has been extended! Head to https://t.co/U4BtHVPnKs to get weg… https://t.co/t96eBEVIXj
AwwesomeAndrew,@JoeBiden 20 days to confirm #4moreyears of #Trump #MAGA2020
Gohuskers241,@JoeBiden Dont you mean senator?
8dee12,"@JoeBiden I’m conservative, but I just can’t go for another 4 yrs with Trump and just can’t!. Well Joe, I voted for… https://t.co/x2fAkpm1XE"
Biggreek24,@JoeBiden Yeah one is a petry dish for disease while the other shows how to be responsible.  One cares about others… https://t.co/aRi9p8rKxy
justcallmetodd,@JoeBiden Fear monger much there liar Joe..
baphomite,@JoeBiden @johnbiggs We want single payer and Medicare for all
ryanrepsher,@JoeBiden https://t.co/qMs8jH82Kf
home4221,@JoeBiden WOW 31 people!! https://t.co/NIuzErWhFM
trillaG9,"@JoeBiden Not soon enough, Joe!"
cgarrett101,"@JoeBiden Dems claim ACB ""would now vote to invalidate [ACA] though there is little evidence ... Regardless ...[its… https://t.co/B33AIRjr9E"
70MilesPerHour,RT @elainemay60: @JoeBiden https://t.co/may0a1unRC
jctcox,@JoeBiden How’s Hunter doing?
70MilesPerHour,RT @bbgeorge1990: @JoeBiden And no more of you hell yea
Deadpreacher,@JoeBiden RT the hell out of this https://t.co/q2JZFHfNwG
55andwhat,@JoeBiden @MelissaNinety9 We got you uncle Joe.
Johnson88Mrs,@JoeBiden Just as Trump is your president even tho you have convinced all the liberals he’s not!!
Angie46554041,"RT @salahfmasr: @JoeBiden 3 weeks from now, the guy on the teleprompter will be writing your memories on how to do nothing in 48 years, hel…"
socal1399,@JoeBiden https://t.co/TgCJ2GWWRz
bbgeorge1990,@JoeBiden And no more of you hell yea
elainemay60,@JoeBiden https://t.co/may0a1unRC
Ib7012616939,"@JoeBiden Joe Biden may not be the charismatic speaker like Trump, but he's a DOER and he's not A LIER...."
krywmom,@JoeBiden Where is your mask...
Michael83895081,RT @ArthurSchwartz: @JoeBiden What’s up Joe? https://t.co/FBUb593CO2
19JasonPisano80,@JoeBiden https://t.co/MNnY4n3489
garystager,@JoeBiden @abcnews @abc @DNCWarRoom @DNC @GStephanopoulos Reschedule the VP Town Hall so it is not on at the same t… https://t.co/BpWm5uLiQe
LongUSAsian,"@JoeBiden What about Ukraine and the money that was given to your son, in exchange for your political favors?  Isn’t that corrupt?"
h2ofun10,"@JoeBiden Donald Trump wants health insurance for ""all"" the people.  Obamacare has done a lot of damage to healthca… https://t.co/LGPBjc0fW7"
JanTate18324711,RT @ProudSocialist: @JoeBiden I know Americans who are looking for a government that stops investing in corporate handouts and starts inves…
Michael83895081,RT @thebradfordfile: @JoeBiden Where's Hunter?
HerbAlexander80,"RT @FOOL_NELSON: @JoeBiden met with @georgesoros and Special Envoy and Coordinator of International Energy Affairs @amoshochstein, at the @…"
johnTrump202045,@JoeBiden explain this to your 2020 voters https://t.co/J937FM0gMQ
david44270748,@JoeBiden 😡👹https://t.co/9tnQ8szCrv https://t.co/N5Id3DADNJ
cloudlytessa,@JoeBiden purrr
socal1399,@JoeBiden https://t.co/6xpNFdfs33
awborseth,"RT @Graelwyn: @JoeBiden Meanwhile, Trump is busy tweeting this. You think this is acceptable, people? I am shocked and am not easily shocke…"
SueSpaight,@JoeBiden Suggestion for comms team: stop calling it ObamaCare. So many people misunderstand what that means and ha… https://t.co/gEnTd7OsyJ
ManInBlack1981,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
TheMightyZim,@JoeBiden How about Seal Team 6?
SalIodice,@JoeBiden You are being used
AlexWithers17,@JoeBiden Hunter at his finest https://t.co/ThHJyrkqle
FleeseMatt,@JoeBiden Are you going to pack the courts?
Geek4MAGA,@JoeBiden For what? There is nobody thete!
judyofcal,@JoeBiden https://t.co/vBRhQCoUX4
A_Pleasant_Guy,"@JoeBiden Thanks Jo. All the best, god bless"
NEVERSTOP212,@JoeBiden We will fight you throughout your entire presidency (if you manage to win) for Medicare For All. https://t.co/pD1gRIQOid
GJTLR71,@JoeBiden https://t.co/wFuyGQ7vYn
RancourtBella,"RT @BJR3_Boston: @JoeBiden 215,001k dead Wall costs coming from the military budget 215,002k Americans dead No healthcare plan 215,003 No i…"
BrianShores7,RT @ShawnDurbin3: @JoeBiden 🤡🐑🐑👍👍 https://t.co/Lmdobm7ueG
SuperV8der,@JoeBiden @realDonaldTrump wants to destroy everything.  He’s an idiot.  Everyone sees it including the more idioti… https://t.co/EFunx9Abat
MGoKhakis,@JoeBiden Caught. Red. Handed. Put a lid on that
JSCookJr,"RT @FOOL_NELSON: @JoeBiden met with @georgesoros and Special Envoy and Coordinator of International Energy Affairs @amoshochstein, at the @…"
JeanseeJean,@JoeBiden https://t.co/caeX9z6KbY
JimWilde13,@JoeBiden Yeah people chip in for the person that Ukraine  has an ongoing criminal investigation on. Shows real mor… https://t.co/ZUORwTxg0J
JillHeffner1,@JoeBiden You’ve destroyed everything you’ve touched.  And where’s Hunter?
mr_nick10,"@JoeBiden Hey Joe, have you seen Hunters laptop?? Hahahahha"
eatsnor,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
greg_cour,"@JoeBiden Within the next 20 days will you address the headlines on the New York Post? Curious if you forgot some facts like Comey,"
AskBiggie,"@JoeBiden We need to talk about Hunter, you knew, you lied and it time to come clean."
awborseth,RT @Cleopatra_USA: @JoeBiden Yes! Huge thanks to all 5 of you for parking your cars at my rally while you went out to lunch 🙄 https://t.co/…
Angie46554041,"RT @skydivehottie: @JoeBiden Info coming out that will implicate you in the deaths of Seal Team 6, is this true?  And the payments to Iran…"
ry_nine,@JoeBiden Suddenly you want everyone to believe that 1 SCOTUS member can change everything? Due process is still a… https://t.co/7tkUAoQ4sp
mkttalker,"@joebiden @KamalaHarris when President and VP, please put Citizen’s United, Dark Money and the political activity o… https://t.co/lozwktfOAw"
maryambarak6,@JoeBiden #دورود
broncnutz,@JoeBiden The farmers in Kansas i know.....hate your guys. Jus sayin.
fashionfunfemme,@JoeBiden How much more can Americans take?   #VoteHimOut #VoteTrumpOut   #Vote #BidenHarris2020… https://t.co/zcE9UWnvys
LIFELIBERTYHAPY,RT @LIFELIBERTYHAPY: @JoeBiden Pre-existing condition will be covered under Trumps plan.   You are lying Biden! https://t.co/F8jmxN34Mz
BrianShores7,"RT @Thepissedpatri1: @JoeBiden Obamacare, Bronze plan  1 person  Annual premium, just under 9k Deductible............................15k Co…"
SantinoSharon,@JoeBiden You lied to us we saw the email. You knew about Hunter and lied.  You want us to vote for a  liar
JanTate18324711,RT @stealyoredbull: @JoeBiden Counterpoint: https://t.co/itWhKdSSTS
LIFELIBERTYHAPY,@JoeBiden Pre-existing condition will be covered under Trumps plan.   You are lying Biden! https://t.co/F8jmxN34Mz
jpbakstran,"RT @RRalstonAgile: @JoeBiden Thank you.  And while you are at it, please disconnect healthcare and employment!"
kcfan007,@JoeBiden Obamacare is not affordable!
socal1399,@JoeBiden https://t.co/nSsB2m136g
DougHunter1,@JoeBiden There's nothing affordable about the Affordable Care Act
dleemink01,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
ryanrepsher,@JoeBiden https://t.co/Q7Gl7xDwUM
j56384223,@JoeBiden Obama Care screwed Alot of people
___lionhearted_,@JoeBiden Not unborn Americans in the womb.
JSCaldwell2,@JoeBiden Build on it into what?
AndyinUS2020,@JoeBiden Hunter Biden and Ukraine. You know what happened.
KShark66,@JoeBiden Wow. How can you only draw such a tiny crowd?  It’s like you are running for dog catcher.
genmlff,@JoeBiden Donald Trump wants everyone to have a choice and not pay a fortune for a bad health insurance plan with a… https://t.co/yVNmnefxWs
gulfballs,@JoeBiden https://t.co/mlzNA28H6H
jonwestbay,"@JoeBiden Since the passing of Obamacare, my premiums have skyrocketed, I can no longer use my doctor, and now I ha… https://t.co/zN7tbbIFDD"
marleen1125,@JoeBiden And then maybe you should just retire. You have done anything in Washington for 47 years. Maybe you should go golf.
AlkawaldahEmad,@JoeBiden @wassilaoulmi go ahead
17Libertarian,@JoeBiden Good to see all 49 sheep following the wolf and calling him a shaperd.  At least some things will never change
skiptheviolence,@JoeBiden Already compromised.https://t.co/59u4q9fFWI https://t.co/Be608ZnNKi
Tim23360384,@JoeBiden Wheres our fucking stimulus??
JanTate18324711,"RT @politklwaitress: @JoeBiden we pay taxes joe! and we want that $$ to go towards healthcare for our people! thats not a handout, thats a…"
LisaMon99043553,@JoeBiden Not
AlexisA06383416,@JoeBiden BIDEN 2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
freedomlover143,@JoeBiden https://t.co/104xfQCNda
johnTrump202045,@JoeBiden explain this to your 2020 potential voters  https://t.co/WBc5ypIIPw
AnaButz,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Montanagirl1961,@JoeBiden And tax us to death? No thank you sir.
JanTate18324711,"RT @kept_simple: @JoeBiden sir, please consider that the redistribution of profits is not really a handout because that money merely repres…"
Matthew15980620,"@JoeBiden That's exactly how a president should be. Even though I voted for Bush Junior sadly, I always felt that w… https://t.co/WO9pf7SWUC"
JanTate18324711,"RT @lainitaylor: @JoeBiden It's not a handout, Joe, if you use our own American tax dollars to help us when we need it, instead of helping…"
Brentw1964,RT @mike4882_h: @JoeBiden . @JoeBiden called a lid at 10:45 but #HunterBiden is ready to go! https://t.co/HfJkylVEYv
JoelSer37418131,@JoeBiden https://t.co/UBiPudVrys
socal1399,"@JoeBiden Biden's America, and no police to call, because they will be defunded. https://t.co/JBffAon246"
